time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-10T16:22:26.839Z,62.8585,-148.7091,13.6,1.1,ml,,,,0.59,ak,ak18027267,2018-01-13T02:34:03.017Z,"60km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-10T16:15:16.516Z,63.1982,-150.4681,108.1,1.3,ml,,,,0.31,ak,ak18027264,2018-01-13T02:34:02.548Z,"79km WSW of Cantwell, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-10T16:12:05.868Z,64.9608,-147.5871,10,0,ml,,,,0.36,ak,ak18027266,2018-01-10T19:34:24.462Z,"15km NNE of Fairbanks, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-10T16:12:05.768Z,65.7845,-149.7233,5,0.5,ml,,,,0.35,ak,ak18041021,2018-01-13T02:34:02.122Z,"97km NNE of Manley Hot Springs, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2018-01-10T16:11:42.020Z,33.4878333,-116.7925,5.66,1.45,ml,62,27,0.09006,0.16,ci,ci37850111,2018-01-10T17:21:09.200Z,"8km NE of Aguanga, CA",earthquake,0.12,0.5,0.149,40,reviewed,ci,ci
2018-01-10T16:11:08.060Z,19.3695,-155.2156667,1.61,0.56,md,7,196,0.004266,0.08,hv,hv70010837,2018-01-11T06:12:46.890Z,"7km SSE of Volcano, Hawaii",earthquake,0.55,0.23,0.036,3,reviewed,hv,hv
2018-01-10T16:08:19.682Z,57.395,-154.858,52.8,1.6,ml,,,,0.36,ak,ak18041020,2018-01-13T02:34:01.714Z,"55km WSW of Larsen Bay, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-01-10T16:02:24.140Z,47.6941667,-122.5865,4.68,1.35,ml,5,284,0.1999,0.42,uw,uw61363666,2018-01-10T19:35:52.570Z,"4km SSW of Suquamish, Washington",earthquake,2.34,28.63,0.294,3,reviewed,uw,uw
2018-01-10T16:01:12.535Z,65.0274,-167.7287,34,1.3,ml,,,,0.5,ak,ak18041019,2018-01-13T02:34:01.307Z,"95km SE of Little Diomede Island, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2018-01-10T15:56:29.150Z,34.6841,46.664,10,4.6,mb,,52,0.887,1.05,us,us1000c351,2018-01-11T07:19:13.742Z,"18km SE of Javanrud, Iran",earthquake,6,1.9,0.067,67,reviewed,us,us
2018-01-10T15:56:07.740Z,38.7865,-122.7753333,2.31,0.69,md,18,94,0.01745,0.06,nc,nc72952070,2018-01-13T05:35:34.786Z,"2km WNW of The Geysers, CA",earthquake,0.27,0.56,0.02,3,reviewed,nc,nc
2018-01-10T15:52:54.780Z,39.8197,-120.4452,9.1,0.2,ml,4,209.71,0.051,0.0767,nn,nn00617808,2018-01-10T21:43:28.726Z,"2km ENE of Portola, California",earthquake,,2.2,0,1,reviewed,nn,nn
2018-01-10T15:50:47.158Z,68.092,-148.5928,17.6,1.1,ml,,,,0.63,ak,ak18041018,2018-01-13T02:34:00.894Z,"115km NE of Coldfoot, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-10T15:50:35.093Z,61.795,-151.0696,72.3,1.1,ml,,,,0.27,ak,ak18027154,2018-01-13T02:34:00.464Z,"54km W of Willow, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-10T15:45:55.980Z,37.0678333,-113.9083333,9.57,1.67,md,6,127,0.08307,0.07,uu,uu60264712,2018-01-10T18:26:16.642Z,"17km N of Beaver Dam, Arizona",earthquake,3.28,2.23,0.199,3,reviewed,uu,uu
2018-01-10T15:44:24.436Z,64.6263,-149.4328,20.7,1,ml,,,,0.66,ak,ak18027151,2018-01-13T02:33:59.951Z,"16km WNW of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-01-10T15:44:10.669Z,61.0064,-150.2259,36.8,1,ml,,,,0.39,ak,ak18041015,2018-01-13T02:33:59.515Z,"29km SW of Anchorage, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-01-10T15:43:07.878Z,62.8531,-148.6995,15.8,1,ml,,,,0.67,ak,ak18027152,2018-01-13T02:33:59.089Z,"61km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-10T15:42:11.661Z,37.7906,-116.3481,0,1.1,ml,7,255.98,0.58,0.1356,nn,nn00617782,2018-01-10T18:19:55.990Z,"44km S of Warm Springs, Nevada",earthquake,,24.3,0.26,4,reviewed,nn,nn
2018-01-10T15:42:07.052Z,52.2134,179.6055,150.2,2.4,ml,,,,0.4,ak,ak18041013,2018-01-13T02:33:58.674Z,"29km N of Semisopochnoi Island, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2018-01-10T15:40:20.870Z,37.3621667,-118.552,8.21,0.64,md,5,158,0.0127,0.07,nc,nc72952060,2018-01-10T18:59:02.881Z,"7km SE of Round Valley, CA",earthquake,1.26,0.76,0.048,4,reviewed,nc,nc
2018-01-10T15:38:51.327Z,52.0851,-173.7997,7.1,2.1,ml,,,,0.26,ak,ak18027037,2018-01-13T02:33:58.230Z,"30km ESE of Atka, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-10T15:30:50.860Z,19.369,-155.2205,1.93,0.59,md,9,106,0.006707,0.07,hv,hv70010817,2018-01-11T06:15:05.040Z,"7km SSE of Volcano, Hawaii",earthquake,0.38,0.3,0.042,5,reviewed,hv,hv
2018-01-10T15:28:58.135Z,63.7509,-148.4713,89.3,1,ml,,,,0.5,ak,ak18041011,2018-01-13T02:33:57.801Z,"27km ESE of Healy, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-01-10T15:17:44.101Z,61.3834,-149.4646,32.1,1,ml,,,,0.5,ak,ak18041010,2018-01-13T02:33:57.354Z,"16km SSE of Knik-Fairview, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T15:15:08.557Z,61.8469,-150.5586,43.6,2.1,ml,,,,0.5,ak,ak18027009,2018-01-13T02:33:56.714Z,"29km WNW of Willow, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T15:14:04.910Z,54.637,-162.1892,55.56,2.6,ml,,173,0.473,0.53,us,us2000cj7c,2018-01-15T02:23:41.040Z,"69km SSE of Cold Bay, Alaska",earthquake,4.9,15.3,0.128,8,reviewed,us,us
2018-01-10T15:03:47.330Z,38.4281667,-112.475,0.6,1.29,ml,11,84,0.1824,0.12,uu,uu60264707,2018-01-10T17:00:00.660Z,"22km NE of Beaver, Utah",earthquake,0.58,2.9,0.672,2,reviewed,uu,uu
2018-01-10T15:00:13.527Z,62.1892,-145.6951,20.3,0.9,ml,,,,0.47,ak,ak18041007,2018-01-13T02:32:41.520Z,"11km NW of Glennallen, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T14:56:04.950Z,19.1841667,-155.4088333,32.49,1.73,md,36,171,0.05413,0.1,hv,hv70010792,2018-01-11T21:03:26.480Z,"7km ESE of Pahala, Hawaii",earthquake,0.59,0.98,0.049,19,reviewed,hv,hv
2018-01-10T14:54:09.640Z,37.6645,-118.8971667,-0.54,0.3,md,12,98,0.01179,0.07,nc,nc72952040,2018-01-10T18:58:02.880Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.43,0.15,0.244,11,reviewed,nc,nc
2018-01-10T14:51:18.630Z,38.8243332,-122.7948303,2.16,0.53,md,8,118,0.01194,0.01,nc,nc72952035,2018-01-10T15:06:03.227Z,"6km NNW of The Geysers, CA",earthquake,0.39,0.6,0.02,2,automatic,nc,nc
2018-01-10T14:50:07.271Z,59.9274,-149.3607,9.3,1.1,ml,,,,0.65,ak,ak18041006,2018-01-13T02:32:41.082Z,"20km SSE of Seward, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T14:40:19.120Z,18.3213,-67.4413,79,2.69,md,4,313,0.4574,0.13,pr,pr2018010003,2018-01-10T16:35:40.153Z,"20km W of Rincon, Puerto Rico",earthquake,2.61,1.82,0.04,3,reviewed,pr,pr
2018-01-10T14:33:59.470Z,60.1726,-153.0657,126.1,2,ml,,,,0.31,ak,ak18026881,2018-01-13T02:32:40.562Z,"39km SSW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-10T14:33:06.539Z,62.4805,-151.0162,82.6,1.9,ml,,,,0.3,ak,ak18026878,2018-01-13T02:32:39.993Z,"50km WNW of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T14:32:43.250Z,19.3683333,-155.2151667,2.11,0.8,md,16,107,0.005432,0.07,hv,hv70010762,2018-01-11T06:11:00.060Z,"7km SSE of Volcano, Hawaii",earthquake,0.35,0.25,0.09,7,reviewed,hv,hv
2018-01-10T14:32:34.130Z,37.6635,-118.8975,-0.88,0.45,md,9,137,0.01082,0.05,nc,nc72952030,2018-01-10T18:24:02.788Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.56,0.27,0.329,8,reviewed,nc,nc
2018-01-10T14:32:10.290Z,61.5593,-149.8793,34.5,0.9,ml,,,,0.51,ak,ak18041003,2018-01-13T02:32:39.552Z,"5km NE of Big Lake, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2018-01-10T14:31:50.490Z,19.228,-155.3808333,32.51,1.72,md,43,157,0.01837,0.11,hv,hv70010757,2018-01-10T22:08:35.270Z,"10km ENE of Pahala, Hawaii",earthquake,0.61,0.9,0.062,19,reviewed,hv,hv
2018-01-10T14:28:12.980Z,37.6563333,-118.9073333,-0.76,0.6,md,18,122,0.001918,0.09,nc,nc72952025,2018-01-10T19:01:03.888Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.23,0.15,0.364,14,reviewed,nc,nc
2018-01-10T14:27:35.490Z,51.8529,-174.2531,74.4,2.5,ml,,,,0.26,ak,ak18026859,2018-01-13T02:32:39.106Z,"38km S of Atka, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-01-10T14:25:04.940Z,19.3683333,-155.216,1.8,0.92,md,15,107,0.005444,0.06,hv,hv70010742,2018-01-10T22:52:32.260Z,"7km SSE of Volcano, Hawaii",earthquake,0.35,0.27,0.069,6,reviewed,hv,hv
2018-01-10T14:13:17.850Z,37.8731667,-122.2505,9.02,1.11,md,26,73,0.001532,0.06,nc,nc72952020,2018-01-13T04:46:04.040Z,"2km E of Berkeley, CA",earthquake,0.23,0.28,0.278,15,reviewed,nc,nc
2018-01-10T14:08:47.650Z,19.3683333,-155.2131667,1.74,2.23,ml,42,54,0.005852,0.09,hv,hv70010727,2018-01-10T22:18:26.550Z,"7km SSE of Volcano, Hawaii",earthquake,0.25,0.17,0.114,5,reviewed,hv,hv
2018-01-10T14:07:05.183Z,61.2218,-150.8291,61.9,1.3,ml,,,,0.38,ak,ak18026852,2018-01-13T02:32:38.661Z,"49km W of Anchorage, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-10T14:05:41.110Z,34.0073333,-117.1801667,15.16,2.79,ml,144,20,0.03653,0.17,ci,ci37850095,2018-01-11T10:02:50.165Z,"5km S of Redlands, CA",earthquake,0.09,0.17,0.133,185,reviewed,ci,ci
2018-01-10T14:01:19.870Z,19.3475,-155.049,2.78,1.22,md,22,205,0.05994,0.15,hv,hv70010712,2018-01-10T22:25:18.190Z,"18km S of Fern Acres, Hawaii",earthquake,0.72,1.2,0.238,12,reviewed,hv,hv
2018-01-10T14:01:17.410Z,34.2076667,-117.5943333,6.37,1.19,ml,22,45,0.06161,0.11,ci,ci37850087,2018-01-10T16:32:16.367Z,"10km N of Rancho Cucamonga, CA",earthquake,0.2,0.38,0.059,3,reviewed,ci,ci
2018-01-10T14:00:37.583Z,57.775,-154.7274,74.7,1.6,ml,,,,0.69,ak,ak18041000,2018-01-13T02:32:38.205Z,"51km WNW of Larsen Bay, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-10T13:58:51.150Z,19.3721667,-155.216,2,0.56,md,7,189,0.001679,0.05,hv,hv70010702,2018-01-10T22:41:56.540Z,"6km SSE of Volcano, Hawaii",earthquake,0.61,0.32,0.024,4,reviewed,hv,hv
2018-01-10T13:57:59.209Z,53.3679,-166.7885,67.1,1.8,ml,,,,0.36,ak,ak18040999,2018-01-13T02:32:37.769Z,"58km SSW of Unalaska, Alaska",earthquake,,4.1,,,reviewed,ak,ak
2018-01-10T13:54:34.150Z,36.966,-121.6061667,4.36,1.33,md,26,50,0.02208,0.09,nc,nc72952010,2018-01-13T05:38:03.142Z,"6km SW of Gilroy, CA",earthquake,0.21,0.41,0.241,22,reviewed,nc,nc
2018-01-10T13:54:15.290Z,36.9636667,-121.6065,4.31,1.01,md,15,71,0.02129,0.06,nc,nc71108224,2018-01-13T05:38:02.142Z,"6km SW of Gilroy, CA",earthquake,0.24,0.44,0.214,16,reviewed,nc,nc
2018-01-10T13:52:46.520Z,36.9691667,-121.6078333,4.34,2.58,md,77,30,0.02486,0.14,nc,nc72952005,2018-01-15T11:09:57.359Z,"5km SW of Gilroy, CA",earthquake,0.15,0.27,0.175,95,reviewed,nc,nc
2018-01-10T13:48:42.890Z,36.9696667,-121.6101667,4.85,1.52,md,27,52,0.0267,0.16,nc,nc72952000,2018-01-13T05:28:03.132Z,"6km SW of Gilroy, CA",earthquake,0.28,0.54,0.259,24,reviewed,nc,nc
2018-01-10T13:43:56.090Z,19.3676667,-155.216,1.74,0.74,md,8,108,0.006105,0.09,hv,hv70010682,2018-01-10T22:39:24.160Z,"7km SSE of Volcano, Hawaii",earthquake,0.55,0.36,0.222,3,reviewed,hv,hv
2018-01-10T13:42:47.679Z,61.0294,-152.3542,114.2,2,ml,,,,0.42,ak,ak18026729,2018-01-13T02:32:37.157Z,"64km NNE of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T13:41:04.427Z,51.4479,-177.4991,43.8,1.8,ml,,,,0.27,ak,ak18040997,2018-01-13T02:32:36.733Z,"65km SE of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2018-01-10T13:38:39.716Z,62.2163,-151.0277,71.7,1.3,ml,,,,0.33,ak,ak18026728,2018-01-13T02:32:36.259Z,"49km WSW of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T13:33:40.260Z,19.375,-155.2213333,1.11,0.5,md,6,164,0.005643,0.04,hv,hv70010672,2018-01-10T22:37:06.900Z,"6km SSE of Volcano, Hawaii",earthquake,0.7,0.66,0.038,3,reviewed,hv,hv
2018-01-10T13:23:44.057Z,61.6643,-148.4865,12.2,1,ml,,,,0.4,ak,ak18026710,2018-01-13T02:32:35.795Z,"24km E of Lazy Mountain, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-10T13:20:57.582Z,51.221,-175.2795,24.7,1.9,ml,,,,0.77,ak,ak18040994,2018-01-13T02:32:35.361Z,"120km SE of Adak, Alaska",earthquake,,4.2,,,reviewed,ak,ak
2018-01-10T13:13:15.720Z,38.795166,-122.8000031,3.71,0.75,md,7,135,0.00965,0.02,nc,nc72951995,2018-01-10T13:36:03.048Z,"4km WNW of The Geysers, CA",earthquake,0.96,1.43,0.17,2,automatic,nc,nc
2018-01-10T13:08:58.910Z,38.4533333,-112.4761667,10.75,2.32,ml,23,41,0.1576,0.16,uu,uu60264702,2018-01-10T15:38:57.700Z,"24km NE of Beaver, Utah",earthquake,0.34,0.67,0.128,6,reviewed,uu,uu
2018-01-10T13:01:54.200Z,37.606,-118.4906667,6.07,2.48,md,38,128,0.05747,0.05,nc,nc72951990,2018-01-11T04:39:03.751Z,"17km ENE of Toms Place, CA",earthquake,0.38,0.85,0.198,30,reviewed,nc,nc
2018-01-10T12:58:26.680Z,38.8106667,-122.812,3.35,1.03,md,37,90,0.0128,0.07,nc,nc72951985,2018-01-13T04:37:02.030Z,"6km NW of The Geysers, CA",earthquake,0.24,0.34,0.186,7,reviewed,nc,nc
2018-01-10T12:53:35.760Z,38.8160019,-122.8096695,3.36,0.9,md,15,102,0.007389,0.05,nc,nc72951980,2018-01-10T13:15:03.955Z,"6km NW of The Geysers, CA",earthquake,0.46,0.76,0.05,4,automatic,nc,nc
2018-01-10T12:52:22.490Z,18.5171,-65.1488,73,3.43,md,6,336,0.9576,0.19,pr,pr2018010002,2018-01-10T16:10:01.937Z,"28km NE of Culebra, Puerto Rico",earthquake,2.51,2.81,0,3,reviewed,pr,pr
2018-01-10T12:48:58.654Z,59.5029,-152.516,72.7,1.7,ml,,,,0.31,ak,ak18040993,2018-01-13T02:32:34.895Z,"49km SW of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T12:46:30.810Z,38.8393333,-122.7691667,1.94,0.32,md,18,191,0.006523,0.05,nc,nc72951970,2018-01-13T04:20:03.006Z,"4km WNW of Cobb, CA",earthquake,0.4,0.26,0.013,2,reviewed,nc,nc
2018-01-10T12:39:30.600Z,37.671,-118.8913333,-2.29,0.38,md,10,107,0.0164,0.06,nc,nc72951965,2018-01-10T18:06:02.734Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.26,1.07,0.283,8,reviewed,nc,nc
2018-01-10T12:35:17.226Z,51.3313,-176.3379,22,2.1,ml,,,,0.32,ak,ak18026590,2018-01-13T02:32:34.443Z,"64km SSE of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T12:34:04.661Z,61.1869,-150.686,54.6,1.1,ml,,,,0.42,ak,ak18040991,2018-01-13T02:32:34.000Z,"42km W of Anchorage, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-10T12:32:10.800Z,38.795166,-122.7708359,1.06,1.09,md,11,98,0.01964,0.03,nc,nc72951960,2018-01-10T12:54:02.907Z,"2km NNW of The Geysers, CA",earthquake,0.29,0.79,0.21,3,automatic,nc,nc
2018-01-10T12:21:09.080Z,37.6628333,-118.9016667,-0.67,1.66,md,29,96,0.008586,0.05,nc,nc72951955,2018-01-10T21:21:03.720Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.15,0.12,0.475,24,reviewed,nc,nc
2018-01-10T12:16:33.311Z,61.6549,-148.4812,8.1,1.1,ml,,,,0.46,ak,ak18026573,2018-01-13T02:32:33.514Z,"24km E of Lazy Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T12:16:04.600Z,39.2163333,-123.0661667,-0.73,1.7,md,16,77,0.1792,0.16,nc,nc72951950,2018-01-13T05:18:03.106Z,"13km NE of Talmage, CA",earthquake,0.35,2.4,0.231,15,reviewed,nc,nc
2018-01-10T12:06:46.970Z,37.4521667,-118.8425,5.65,1.37,md,31,187,0.1025,0.03,nc,nc72951945,2018-01-13T05:07:03.087Z,"19km SW of Toms Place, CA",earthquake,0.38,1.13,0.232,27,reviewed,nc,nc
2018-01-10T12:00:18.050Z,63.5218,-147.3726,11.3,0.9,ml,,,,0.55,ak,ak18026569,2018-01-13T02:32:33.043Z,"80km E of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T11:59:01.910Z,34.069,-118.272,9.34,0.97,ml,24,69,0.03674,0.2,ci,ci37850079,2018-01-10T16:14:09.107Z,"1km WSW of Echo Park, CA",earthquake,0.34,0.6,0.058,8,reviewed,ci,ci
2018-01-10T11:51:39.883Z,51.7055,-178.5038,15.1,1.9,ml,,,,0.33,ak,ak18040988,2018-01-13T02:32:32.610Z,"31km SW of Tanaga Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-01-10T11:47:41.481Z,61.6948,-141.8507,17.9,1.6,ml,,,,0.29,ak,ak18026565,2018-01-13T02:32:32.098Z,"138km E of Chitina, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T11:40:54.590Z,2.3673,126.9605,50.53,4.8,mb,,105,1.636,0.53,us,us1000c33m,2018-01-10T11:58:34.040Z,"136km WNW of Tobelo, Indonesia",earthquake,7.5,8.6,0.072,59,reviewed,us,us
2018-01-10T11:36:12.070Z,39.5953333,-122.0113333,20.46,1.45,md,15,67,0.2735,0.03,nc,nc72951940,2018-01-11T03:23:01.615Z,"16km S of Hamilton City, CA",earthquake,0.38,1.08,0.197,13,reviewed,nc,nc
2018-01-10T11:33:50.354Z,61.7595,-148.5171,13.3,0.6,ml,,,,0.48,ak,ak18040986,2018-01-13T02:32:31.660Z,"18km ESE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T11:26:12.600Z,35.2791,-97.9131,5.888,2.4,ml,,55,,0.44,us,us1000c33g,2018-01-13T23:08:34.344Z,"4km SE of Minco, Oklahoma",earthquake,1.8,2.1,,,reviewed,tul,tul
2018-01-10T11:21:31.679Z,51.583,-179.6905,6.7,2,ml,,,,0.32,ak,ak18040985,2018-01-13T02:32:31.190Z,"53km NW of Amatignak Island, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-01-10T11:20:12.320Z,-35.0086,-111.1133,10,5,mb,,159,30.258,0.95,us,us1000c33i,2018-01-10T11:41:05.040Z,"Southern East Pacific Rise",earthquake,12.4,1.9,0.044,167,reviewed,us,us
2018-01-10T11:03:28.800Z,42.5431,142.3941,113.65,4.7,mb,,80,0.774,0.81,us,us1000c33d,2018-01-10T11:26:26.040Z,"23km N of Shizunai, Japan",earthquake,6.3,4.9,0.051,120,reviewed,us,us
2018-01-10T11:01:50.092Z,38.4263,-118.818,11.6,0.7,ml,4,283.44,0.302,0.064,nn,nn00617804,2018-01-11T02:36:21.375Z,"20km WSW of Hawthorne, Nevada",earthquake,,22.8,0.01,2,reviewed,nn,nn
2018-01-10T10:54:53.351Z,50.6081,-173.4486,26.3,2.5,ml,,,,0.29,ak,ak18040984,2018-01-13T02:32:30.757Z,"184km SSE of Atka, Alaska",earthquake,,5.7,,,reviewed,ak,ak
2018-01-10T10:51:15.915Z,60.1826,-152.8857,103.1,1.6,ml,,,,0.35,ak,ak18040983,2018-01-13T02:32:30.293Z,"34km SSW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-10T10:44:08.898Z,59.8124,-152.2429,87.1,1.5,ml,,,,0.25,ak,ak18026443,2018-01-13T02:32:29.838Z,"23km W of Anchor Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-01-10T10:42:07.900Z,18.699,-66.409,55,2.74,md,5,323,0.4931,0.56,pr,pr2018010001,2018-01-10T12:13:15.860Z,"26km NNW of Brenas, Puerto Rico",earthquake,5.06,6.54,0.14,5,reviewed,pr,pr
2018-01-10T10:29:54.833Z,38.3904,-118.9533,0,0.6,ml,4,303.26,0.379,0.1679,nn,nn00617803,2018-01-11T02:36:19.965Z,"28km ENE of Bridgeport, California",earthquake,,0,0,1,reviewed,nn,nn
2018-01-10T10:17:27.970Z,60.2268,-141.8616,2.4,1.3,ml,,,,0.5,ak,ak18026326,2018-01-13T02:32:29.363Z,"36km ENE of Cape Yakataga, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T10:10:20.460Z,37.6601667,-118.9053333,-0.76,0.35,md,11,128,0.005296,0.06,nc,nc72951930,2018-01-10T17:51:03.708Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.42,0.18,0.174,9,reviewed,nc,nc
2018-01-10T10:09:13.406Z,61.0345,-149.7513,34.6,1.3,ml,,,,0.56,ak,ak18026324,2018-01-13T02:32:28.895Z,"21km SSE of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-10T10:03:52.186Z,62.6525,-150.5616,76.8,1.2,ml,,,,0.43,ak,ak18040979,2018-01-13T02:32:28.425Z,"43km NNW of Talkeetna, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2018-01-10T09:55:19.452Z,62.3309,-151.4829,86.9,1.3,ml,,,,0.32,ak,ak18040978,2018-01-13T02:32:27.909Z,"71km W of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T09:50:51.750Z,38.8183333,-122.7911667,3.05,1.49,md,41,36,0.009629,0.06,nc,nc72951925,2018-01-13T04:57:05.066Z,"6km NNW of The Geysers, CA",earthquake,0.22,0.35,0.241,10,reviewed,nc,nc
2018-01-10T09:49:22.882Z,61.179,-148.148,8.4,1.1,ml,,,,0.67,ak,ak18040977,2018-01-13T02:32:27.465Z,"53km NNE of Whittier, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-10T09:48:16.028Z,50.5079,-173.3583,36.3,2.7,ml,,,,0.27,ak,ak18040976,2018-01-13T02:32:27.017Z,"196km SSE of Atka, Alaska",earthquake,,6.9,,,reviewed,ak,ak
2018-01-10T09:44:45.130Z,33.5378333,-116.7236667,2.61,0.42,ml,21,83,0.02976,0.09,ci,ci37850071,2018-01-10T17:49:01.980Z,"5km WSW of Anza, CA",earthquake,0.15,0.13,0.163,8,reviewed,ci,ci
2018-01-10T09:42:01.074Z,61.3903,-149.9696,48.1,1.3,ml,,,,0.36,ak,ak18026322,2018-01-13T02:32:26.565Z,"14km S of Big Lake, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T09:37:22.410Z,37.5725,-118.8423333,1.2,0.49,md,12,249,0.02041,0.03,nc,nc72951920,2018-01-10T18:08:02.739Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.94,0.82,0.243,11,reviewed,nc,nc
2018-01-10T09:28:57.716Z,52.0428,-177.6703,103.4,2.5,ml,,,,0.5,ak,ak18026217,2018-01-13T02:32:26.096Z,"36km ENE of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T09:27:41.683Z,63.3103,-151.2399,11.3,0.7,ml,,,,0.48,ak,ak18040973,2018-01-13T02:32:25.657Z,"114km W of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T09:11:13.520Z,46.8786667,-112.5218333,12.13,1.81,ml,16,105,0.12,0.11,mb,mb80277364,2018-01-10T16:43:38.650Z,"14km SE of Lincoln, Montana",earthquake,0.32,0.56,0.046,2,reviewed,mb,mb
2018-01-10T09:09:19.770Z,61.6477,-149.7691,7.9,0.8,ml,,,,0.37,ak,ak18040972,2018-01-13T02:32:25.224Z,"3km NE of Houston, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T09:08:49.286Z,60.3532,-141.3588,36.5,1.3,ml,,,,0.42,ak,ak18040971,2018-01-13T02:32:24.781Z,"67km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-10T09:03:39.280Z,38.819,-122.7901667,3.24,1.17,md,34,35,0.009366,0.06,nc,nc72951915,2018-01-13T04:24:02.013Z,"6km NNW of The Geysers, CA",earthquake,0.22,0.35,0.073,7,reviewed,nc,nc
2018-01-10T08:57:45.794Z,65.8894,-170.3464,0.9,2,ml,,,,0.58,ak,ak18040970,2018-01-13T02:32:24.379Z,"45km NE of Lavrentiya, Russia",earthquake,,0.7,,,reviewed,ak,ak
2018-01-10T08:57:10.311Z,61.579,-149.9099,56.3,1.3,ml,,,,0.3,ak,ak18040969,2018-01-13T02:32:23.920Z,"6km NNE of Big Lake, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-10T08:44:24.110Z,33.8876667,-116.7528333,16.51,1.97,ml,96,30,0.03678,0.18,ci,ci37850063,2018-01-10T15:59:21.500Z,"5km SE of Cabazon, CA",earthquake,0.12,0.32,0.163,86,reviewed,ci,ci
2018-01-10T08:43:21.650Z,32.949,-115.7251667,9.85,2.13,ml,21,66,0.06294,0.33,ci,ci37177476,2018-01-10T15:44:33.750Z,"14km SW of Westmorland, CA",earthquake,0.48,0.91,0.166,52,reviewed,ci,ci
